CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
26665000,WEBSTER,POINT (-122.43403569947887 37.79823007047152),ST,26665000,-122.43403569947887 37.79823007047152,-122.43404,37.79823
25934000,GROVE,POINT (-122.42645223806929 37.7773881948079),ST,25934000,-122.42645223806929 37.7773881948079,-122.42645,37.77739
21052000,BANKS,POINT (-122.4128575720115 37.73703468962033),ST,21052000,-122.4128575720115 37.73703468962033,-122.41286,37.73703
51657000,ALANA,POINT (-122.39615414303506 37.70839465199823),WAY,51657000,-122.39615414303506 37.70839465199823,-122.39615,37.70839
33310000,UNNAMED 021,POINT (-122.39726692213074 37.73486418913492),,33310000,-122.39726692213074 37.73486418913492,-122.39727,37.73486
24276000,FOLSOM,POINT (-122.40894674467398 37.77587344519981),ST,24276000,-122.40894674467398 37.77587344519981,-122.40895,37.77587
23495000,WAWONA,POINT (-122.50619398161635 37.7360956877212),ST,23495000,-122.50619398161635 37.7360956877212,-122.50619,37.7361
26053000,DIVISADERO,POINT (-122.43779874712256 37.77499194785314),ST,26053000,-122.43779874712256 37.77499194785314,-122.4378,37.77499
20044000,JERROLD,POINT (-122.37421733368798 37.73017667731623),AVE,20044000,-122.37421733368798 37.73017667731623,-122.37422,37.73018
33541000,FONT,POINT (-122.4850751781333 37.723999727010145),BLVD,33541000,-122.4850751781333 37.723999727010145,-122.48508,37.724
33755000,BAY SHORE,POINT (-122.40382908489406 37.74601550227845),BLVD,33755000,-122.40382908489406 37.74601550227845,-122.40383,37.74602
33726000,LAKEVIEW,POINT (-122.46224493654438 37.71821952471882),AVE,33726000,-122.46224493654438 37.71821952471882,-122.46224,37.71822
23157000,WAWONA,POINT (-122.47423271427506 37.73747630766677),ST,23157000,-122.47423271427506 37.73747630766677,-122.47423,37.73748
26173000,DANVERS,POINT (-122.44373869420112 37.760858045752755),ST,26173000,-122.44373869420112 37.760858045752755,-122.44374,37.76086
23685000,25TH,POINT (-122.39845237942535 37.75219406547468),ST,23685000,-122.39845237942535 37.75219406547468,-122.39845,37.75219
24743000,PINE,POINT (-122.4054410589392 37.79153614579641),ST,24743000,-122.4054410589392 37.79153614579641,-122.40544,37.79154
27956000,47TH,POINT (-122.5072624659707 37.76411621068909),AVE,27956000,-122.5072624659707 37.76411621068909,-122.50726,37.76412
27773000,LAWTON,POINT (-122.50137421501171 37.75688182268087),ST,27773000,-122.50137421501171 37.75688182268087,-122.50137,37.75688
21214000,MOULTRIE,POINT (-122.41578789085675 37.740406878710495),ST,21214000,-122.41578789085675 37.740406878710495,-122.41579,37.74041
33024000,LANDERS,POINT (-122.42770449431511 37.76564283124197),ST,33024000,-122.42770449431511 37.76564283124197,-122.4277,37.76564
33564000,41ST,POINT (-122.49903904172743 37.73456199617391),AVE,33564000,-122.49903904172743 37.73456199617391,-122.49904,37.73456
21428000,NAPLES,POINT (-122.4366418687594 37.71354978000564),ST,21428000,-122.4366418687594 37.71354978000564,-122.43664,37.71355
20288000,TUNNEL,POINT (-122.4010624267755 37.71105017495757),AVE,20288000,-122.4010624267755 37.71105017495757,-122.40106,37.71105
26611000,FILLMORE,POINT (-122.43383965404871 37.788906283892594),ST,26611000,-122.43383965404871 37.788906283892594,-122.43384,37.78891
21355000,DOLORES,POINT (-122.4246027929213 37.74624140010767),ST,21355000,-122.4246027929213 37.74624140010767,-122.4246,37.74624
51122000,SAINT CHARLES,POINT (-122.46931519121615 37.713028621805876),AVE,51122000,-122.46931519121615 37.713028621805876,-122.46932,37.71303
27975000,CABRILLO,POINT (-122.50788818974483 37.77335806806143),ST,27975000,-122.50788818974483 37.77335806806143,-122.50789,37.77336
24760000,PACIFIC,POINT (-122.40204098275282 37.7975049444318),AVE,24760000,-122.40204098275282 37.7975049444318,-122.40204,37.7975
20457000,EGBERT,POINT (-122.39492615229582 37.72397256379838),AVE,20457000,-122.39492615229582 37.72397256379838,-122.39493,37.72397
27727000,34TH,POINT (-122.49319879881124 37.76285331566646),AVE,27727000,-122.49319879881124 37.76285331566646,-122.4932,37.76285
52089000,CHURCH PARKING LOT,POINT (-122.47788474694522 37.71398415523631),,52089000,-122.47788474694522 37.71398415523631,-122.47788,37.71398
26870000,GREEN,POINT (-122.44023413804355 37.7955328674246),ST,26870000,-122.44023413804355 37.7955328674246,-122.44023,37.79553
23788000,16TH,POINT (-122.3978633858799 37.76636933932125),ST,23788000,-122.3978633858799 37.76636933932125,-122.39786,37.76637
26537000,SACRAMENTO,POINT (-122.42416146183892 37.791081304030754),ST,26537000,-122.42416146183892 37.791081304030754,-122.42416,37.79108
24927000,JONES,POINT (-122.41288123947324 37.78535382301132),ST,24927000,-122.41288123947324 37.78535382301132,-122.41288,37.78535
22195000,LAKEVIEW,POINT (-122.45337762016388 37.71776788445587),AVE,22195000,-122.45337762016388 37.71776788445587,-122.45338,37.71777
52067000,SHIELDS,POINT (-122.46263962555342 37.71793603497304),ST,52067000,-122.46263962555342 37.71793603497304,-122.46264,37.71794
22955000,15TH,POINT (-122.47122593961167 37.741383106857064),AVE,22955000,-122.47122593961167 37.741383106857064,-122.47123,37.74138
25956000,FULTON,POINT (-122.42984920007356 37.777919295718625),ST,25956000,-122.42984920007356 37.777919295718625,-122.42985,37.77792
24251000,LANGTON,POINT (-122.40682892607212 37.77509303801722),ST,24251000,-122.40682892607212 37.77509303801722,-122.40683,37.77509
22247000,FLOOD,POINT (-122.45407204872072 37.72983387354051),AVE,22247000,-122.45407204872072 37.72983387354051,-122.45407,37.72983
26863000,BAKER,POINT (-122.44447831671435 37.79120785201921),ST,26863000,-122.44447831671435 37.79120785201921,-122.44448,37.79121
25764000,DOUGLASS,POINT (-122.43839684829898 37.750226355584864),ST,25764000,-122.43839684829898 37.750226355584864,-122.4384,37.75023
24826000,BARTOL,POINT (-122.40351954540921 37.79826806944423),ST,24826000,-122.40351954540921 37.79826806944423,-122.40352,37.79827
27249000,05TH,POINT (-122.46321068004568 37.78107016455291),AVE,27249000,-122.46321068004568 37.78107016455291,-122.46321,37.78107
51331000,HOFFMAN,POINT (-122.47374665074405 37.80663083584583),ST,51331000,-122.47374665074405 37.80663083584583,-122.47375,37.80663
26652000,BROMLEY,POINT (-122.43299959578239 37.79311940754522),PL,26652000,-122.43299959578239 37.79311940754522,-122.433,37.79312
23194000,18TH,POINT (-122.47501694682357 37.74869229589907),AVE,23194000,-122.47501694682357 37.74869229589907,-122.47502,37.74869
21905000,29TH,POINT (-122.42667038036195 37.74369957971756),ST,21905000,-122.42667038036195 37.74369957971756,-122.42667,37.7437
22142000,CONGO,POINT (-122.44202705429063 37.732356840322),ST,22142000,-122.44202705429063 37.732356840322,-122.44203,37.73236
20328000,ALPHA,POINT (-122.40256139248503 37.715557557749825),ST,20328000,-122.40256139248503 37.715557557749825,-122.40256,37.71556
21089000,HOLLADAY,POINT (-122.40638818101064 37.74363973315596),AVE,21089000,-122.40638818101064 37.74363973315596,-122.40639,37.74364
24684000,BATTERY,POINT (-122.40005825901399 37.793693587709264),ST,24684000,-122.40005825901399 37.793693587709264,-122.40006,37.79369
22379000,MELROSE,POINT (-122.45250586423354 37.73379575916562),AVE,22379000,-122.45250586423354 37.73379575916562,-122.45251,37.7338
50511000,BLAKE,POINT (-122.45145518090516 37.783661827058594),ST,50511000,-122.45145518090516 37.783661827058594,-122.45146,37.78366
51281000,ARGUELLO,POINT (-122.46130853449 37.792944368884065),BLVD,51281000,-122.46130853449 37.792944368884065,-122.46131,37.79294
26603000,WILMOT,POINT (-122.43190985393416 37.787696841648255),ST,26603000,-122.43190985393416 37.787696841648255,-122.43191,37.7877
27501000,GEARY,POINT (-122.47723988856862 37.780439636476586),BLVD,27501000,-122.47723988856862 37.780439636476586,-122.47724,37.78044
32907000,WARREN,POINT (-122.45746154594244 37.753689564973534),DR,32907000,-122.45746154594244 37.753689564973534,-122.45746,37.75369
23171000,20TH,POINT (-122.47663004918631 37.741138227065726),AVE,23171000,-122.47663004918631 37.741138227065726,-122.47663,37.74114
25654000,SANCHEZ,POINT (-122.42973130206053 37.75236200163141),ST,25654000,-122.42973130206053 37.75236200163141,-122.42973,37.75236
27550000,BALBOA,POINT (-122.48766944209774 37.776155234913645),ST,27550000,-122.48766944209774 37.776155234913645,-122.48767,37.77616
24028000,ALABAMA,POINT (-122.41157984096948 37.75908405565009),ST,24028000,-122.41157984096948 37.75908405565009,-122.41158,37.75908
26911000,LAUREL,POINT (-122.44926959663664 37.78468842866414),ST,26911000,-122.44926959663664 37.78468842866414,-122.44927,37.78469
25284000,LEAVENWORTH,POINT (-122.416839398721 37.79659570316613),ST,25284000,-122.416839398721 37.79659570316613,-122.41684,37.7966
52079000,ARELLANO,POINT (-122.4787978544231 37.72167028595912),AVE,52079000,-122.4787978544231 37.72167028595912,-122.4788,37.72167
25531000,CHESTNUT,POINT (-122.418151092078 37.803135399089705),ST,25531000,-122.418151092078 37.803135399089705,-122.41815,37.80314
51941000,VON SCHMIDT,POINT (-122.36717427992932 37.71011803517443),ST,51941000,-122.36717427992932 37.71011803517443,-122.36717,37.71012
21487000,NIAGARA,POINT (-122.44343126889328 37.71697022167427),AVE,21487000,-122.44343126889328 37.71697022167427,-122.44343,37.71697
23950000,HAMPSHIRE,POINT (-122.40713900816694 37.7513102310843),ST,23950000,-122.40713900816694 37.7513102310843,-122.40714,37.75131
52217000,CAMPBELL,POINT (-122.41043349650711 37.71641377274132),AVE,52217000,-122.41043349650711 37.71641377274132,-122.41043,37.71641
33030000,BERNICE,POINT (-122.41412203256995 37.76953688910928),ST,33030000,-122.41412203256995 37.76953688910928,-122.41412,37.76954
20803000,TOLAND,POINT (-122.40155570068157 37.74096192797642),ST,20803000,-122.40155570068157 37.74096192797642,-122.40156,37.74096
21523000,OTTAWA,POINT (-122.44564598397189 37.71514625643391),AVE,21523000,-122.44564598397189 37.71514625643391,-122.44565,37.71515
26595000,OFARRELL,POINT (-122.4343503951198 37.78308301809663),ST,26595000,-122.4343503951198 37.78308301809663,-122.43435,37.78308
28073000,PUTNAM,POINT (-122.4108295007254 37.734732915088),ST,28073000,-122.4108295007254 37.734732915088,-122.41083,37.73473
26639000,FILLMORE,POINT (-122.43402708922841 37.78983697222103),ST,26639000,-122.43402708922841 37.78983697222103,-122.43403,37.78984
22081000,RESTANI,POINT (-122.44294876843416 37.717428389388935),WAY,22081000,-122.44294876843416 37.717428389388935,-122.44295,37.71743
24081000,22ND,POINT (-122.41656664078381 37.7555682781365),ST,24081000,-122.41656664078381 37.7555682781365,-122.41657,37.75557
26478000,PARAMOUNT,POINT (-122.45497837621843 37.77632235896378),TER,26478000,-122.45497837621843 37.77632235896378,-122.45498,37.77632
25225000,CALIFORNIA,POINT (-122.42232895509433 37.79036965947266),ST,25225000,-122.42232895509433 37.79036965947266,-122.42233,37.79037
50046000,VASSAR,POINT (-122.3951806105209 37.783465890586335),PL,50046000,-122.3951806105209 37.783465890586335,-122.39518,37.78347
22583000,PLYMOUTH,POINT (-122.45614147965861 37.721845857363725),AVE,22583000,-122.45614147965861 37.721845857363725,-122.45614,37.72185
20477000,JAMESTOWN,POINT (-122.39729521093551 37.72059046124588),AVE,20477000,-122.39729521093551 37.72059046124588,-122.3973,37.72059
23109000,VIDAL,POINT (-122.48477767892813 37.71857088549474),DR,23109000,-122.48477767892813 37.71857088549474,-122.48478,37.71857
33081000,INDIANA,POINT (-122.39029600532083 37.74878517382794),ST,33081000,-122.39029600532083 37.74878517382794,-122.3903,37.74879
27461000,25TH,POINT (-122.4823718565434 37.766770185431106),AVE,27461000,-122.4823718565434 37.766770185431106,-122.48237,37.76677
27296000,ANZA,POINT (-122.46949469967115 37.77884909393595),ST,27296000,-122.46949469967115 37.77884909393595,-122.46949,37.77885
21488000,CONCORD,POINT (-122.44334561047683 37.713928189228426),ST,21488000,-122.44334561047683 37.713928189228426,-122.44335,37.71393
21541000,MISSION,POINT (-122.44837696202543 37.71037270803685),ST,21541000,-122.44837696202543 37.71037270803685,-122.44838,37.71037
22749000,ENTRADA,POINT (-122.46728552679814 37.725210573005285),CT,22749000,-122.46728552679814 37.725210573005285,-122.46729,37.72521
33518000,LAKE MERCED,POINT (-122.49810691620316 37.732267892044604),BLVD,33518000,-122.49810691620316 37.732267892044604,-122.49811,37.73227
21000000,SUNGLOW,POINT (-122.42052794956777 37.728928252547824),LN,21000000,-122.42052794956777 37.728928252547824,-122.42053,37.72893
26813000,TERRA VISTA,POINT (-122.44297218002053 37.781460397638874),AVE,26813000,-122.44297218002053 37.781460397638874,-122.44297,37.78146
23608000,INDIANA,POINT (-122.39056358229656 37.75139047448705),ST,23608000,-122.39056358229656 37.75139047448705,-122.39056,37.75139
22176000,MOUNT VERNON,POINT (-122.44860518968017 37.71839560464406),AVE,22176000,-122.44860518968017 37.71839560464406,-122.44861,37.7184
33656000,YELLOW CAB ACCESS ROAD,POINT (-122.39534760111752 37.75022868853607),,33656000,-122.39534760111752 37.75022868853607,-122.39535,37.75023
22084000,BANNOCK,POINT (-122.44288707254283 37.71828685138312),ST,22084000,-122.44288707254283 37.71828685138312,-122.44289,37.71829
23293000,29TH,POINT (-122.4869230866338 37.750037481754674),AVE,23293000,-122.4869230866338 37.750037481754674,-122.48692,37.75004
51222000,KENDALL,POINT (-122.45150785341953 37.801861595150925),DR,51222000,-122.45150785341953 37.801861595150925,-122.45151,37.80186
33438000,ALEMANY,POINT (-122.45515782834153 37.7106966615669),BLVD,33438000,-122.45515782834153 37.7106966615669,-122.45516,37.7107
21759000,PARIS,POINT (-122.43205382144346 37.72548807716945),ST,21759000,-122.43205382144346 37.72548807716945,-122.43205,37.72549
26857000,PACIFIC,POINT (-122.4396658862872 37.792722754905704),AVE,26857000,-122.4396658862872 37.792722754905704,-122.43967,37.79272
23390000,SANTIAGO,POINT (-122.48975033772602 37.74430428594797),ST,23390000,-122.48975033772602 37.74430428594797,-122.48975,37.7443
27812000,29TH,POINT (-122.48860612378562 37.77424108365052),AVE,27812000,-122.48860612378562 37.77424108365052,-122.48861,37.77424
25882000,14TH,POINT (-122.42896877231158 37.76772917086084),ST,25882000,-122.42896877231158 37.76772917086084,-122.42897,37.76773
22544000,RALSTON,POINT (-122.46889627314131 37.71425618416599),ST,22544000,-122.46889627314131 37.71425618416599,-122.4689,37.71426
23943000,CLEMENTINA,POINT (-122.4061628580575 37.77894276140055),ST,23943000,-122.4061628580575 37.77894276140055,-122.40616,37.77894
24679000,SANSOME,POINT (-122.40074402158231 37.791177173168876),ST,24679000,-122.40074402158231 37.791177173168876,-122.40074,37.79118
24096000,23RD,POINT (-122.41970544808633 37.753769700757594),ST,24096000,-122.41970544808633 37.753769700757594,-122.41971,37.75377
21583000,SICKLES,POINT (-122.45388758073422 37.70967877013096),AVE,21583000,-122.45388758073422 37.70967877013096,-122.45389,37.70968
20284000,WHEELER,POINT (-122.40028426468831 37.71086498756942),AVE,20284000,-122.40028426468831 37.71086498756942,-122.40028,37.71086
30737000,ANNIE,POINT (-122.4028365687869 37.788049513481624),ST,30737000,-122.4028365687869 37.788049513481624,-122.40284,37.78805
24028000,20TH,POINT (-122.41157984096948 37.75908405565009),ST,24028000,-122.41157984096948 37.75908405565009,-122.41158,37.75908
24484000,02ND,POINT (-122.39284160856118 37.78245709951544),ST,24484000,-122.39284160856118 37.78245709951544,-122.39284,37.78246
52272000,I-280 NORTHBOUND,POINT (-122.41505287939968 37.732042571803476),,52272000,-122.41505287939968 37.732042571803476,-122.41505,37.73204
26790000,JEFFERSON,POINT (-122.43727170626636 37.805470265972524),ST,26790000,-122.43727170626636 37.805470265972524,-122.43727,37.80547
23268000,24TH,POINT (-122.48131042404262 37.746543332980266),AVE,23268000,-122.48131042404262 37.746543332980266,-122.48131,37.74654
22286000,DETROIT,POINT (-122.44432012123018 37.733811073022686),ST,22286000,-122.44432012123018 37.733811073022686,-122.44432,37.73381
23161000,ULLOA,POINT (-122.4755397873217 37.74118663963249),ST,23161000,-122.4755397873217 37.74118663963249,-122.47554,37.74119
27320000,NORIEGA,POINT (-122.47540590877209 37.75428693358901),ST,27320000,-122.47540590877209 37.75428693358901,-122.47541,37.75429
22749000,BORICA,POINT (-122.46728552679814 37.725210573005285),ST,22749000,-122.46728552679814 37.725210573005285,-122.46729,37.72521
34180000,LONG BRIDGE,POINT (-122.39422548949068 37.77037101886955),ST,34180000,-122.39422548949068 37.77037101886955,-122.39423,37.77037
20904000,GOETTINGEN,POINT (-122.40805710791166 37.73046056749351),ST,20904000,-122.40805710791166 37.73046056749351,-122.40806,37.73046
24965000,POST,POINT (-122.41335396372544 37.78766359876849),ST,24965000,-122.41335396372544 37.78766359876849,-122.41335,37.78766
23990000,24TH,POINT (-122.41408603126497 37.75250606531997),ST,23990000,-122.41408603126497 37.75250606531997,-122.41409,37.75251
22757000,APTOS,POINT (-122.46773934145395 37.72832906651721),AVE,22757000,-122.46773934145395 37.72832906651721,-122.46774,37.72833
54079000,BRIGHT,POINT (-122.46347738514223 37.71222506213031),ST,54079000,-122.46347738514223 37.71222506213031,-122.46348,37.71223
24146000,SAN CARLOS,POINT (-122.41984131661086 37.75858492570167),ST,24146000,-122.41984131661086 37.75858492570167,-122.41984,37.75858
26022000,WALLER,POINT (-122.43925429243473 37.770024930019744),ST,26022000,-122.43925429243473 37.770024930019744,-122.43925,37.77002
50207000,VALLEJO,POINT (-122.41283045128935 37.79807457233514),ST,50207000,-122.41283045128935 37.79807457233514,-122.41283,37.79807
20696000,DAVIDSON,POINT (-122.38976016761853 37.74467267511567),AVE,20696000,-122.38976016761853 37.74467267511567,-122.38976,37.74467
24364000,LAFAYETTE,POINT (-122.41803023298539 37.77347442005068),ST,24364000,-122.41803023298539 37.77347442005068,-122.41803,37.77347
25049000,JACKSON,POINT (-122.40989875154823 37.795616424595146),ST,25049000,-122.40989875154823 37.795616424595146,-122.4099,37.79562
33279000,HWY 101 S OFF,POINT (-122.40408529906388 37.74841117077602),RAMP,33279000,-122.40408529906388 37.74841117077602,-122.40409,37.74841
23900000,BRYANT,POINT (-122.4014093782482 37.77692040703041),ST,23900000,-122.4014093782482 37.77692040703041,-122.40141,37.77692
32827000,BEAUMONT,POINT (-122.45458070511262 37.778937788924715),AVE,32827000,-122.45458070511262 37.778937788924715,-122.45458,37.77894
22673000,KENWOOD,POINT (-122.46081551788947 37.72868093665657),WAY,22673000,-122.46081551788947 37.72868093665657,-122.46082,37.72868
32943000,CORBETT,POINT (-122.44318801861556 37.75603880687849),AVE,32943000,-122.44318801861556 37.75603880687849,-122.44319,37.75604
23404000,SANTIAGO,POINT (-122.49296769036447 37.74416261500813),ST,23404000,-122.49296769036447 37.74416261500813,-122.49297,37.74416
32956000,TWIN PEAKS,POINT (-122.44716451956697 37.756915949398696),BLVD,32956000,-122.44716451956697 37.756915949398696,-122.44716,37.75692
22068000,OCEAN,POINT (-122.43985044107784 37.723480840874174),AVE,22068000,-122.43985044107784 37.723480840874174,-122.43985,37.72348
54097000,OWENS,POINT (-122.39380435974603 37.76760223606141),ST,54097000,-122.39380435974603 37.76760223606141,-122.3938,37.7676
23866000,SAN BRUNO,POINT (-122.40582756259808 37.7684733910692),AVE,23866000,-122.40582756259808 37.7684733910692,-122.40583,37.76847
27907000,BALBOA,POINT (-122.50267097031363 37.77547056718053),ST,27907000,-122.50267097031363 37.77547056718053,-122.50267,37.77547
21923000,ROTTECK,POINT (-122.4311227642074 37.73318018621361),ST,21923000,-122.4311227642074 37.73318018621361,-122.43112,37.73318
32832000,SEAL ROCK,POINT (-122.50630047496836 37.78099551630134),DR,32832000,-122.50630047496836 37.78099551630134,-122.5063,37.781
52126000,HWY 101 TO I-280,POINT (-122.40899279279876 37.73557533970665),RAMP,52126000,-122.40899279279876 37.73557533970665,-122.40899,37.73558
27745000,LINCOLN,POINT (-122.49547530855315 37.76463804360455),WAY,27745000,-122.49547530855315 37.76463804360455,-122.49548,37.76464
24187000,UTAH,POINT (-122.40679858931149 37.768414882332486),ST,24187000,-122.40679858931149 37.768414882332486,-122.4068,37.76841
27562000,ARGUELLO,POINT (-122.4590445533154 37.78382660430236),BLVD,27562000,-122.4590445533154 37.78382660430236,-122.45904,37.78383
26743000,BUCHANAN,POINT (-122.43267527684365 37.79983742258836),ST,26743000,-122.43267527684365 37.79983742258836,-122.43268,37.79984
23806000,BRANNAN,POINT (-122.39261308243132 37.78142288688517),ST,23806000,-122.39261308243132 37.78142288688517,-122.39261,37.78142
22359000,MELROSE,POINT (-122.4511685402568 37.73380154926056),AVE,22359000,-122.4511685402568 37.73380154926056,-122.45117,37.7338
24959000,SUTTER,POINT (-122.41354144240513 37.78859820366061),ST,24959000,-122.41354144240513 37.78859820366061,-122.41354,37.7886
32836000,UNNAMED 010,POINT (-122.49871432497851 37.78016735236345),,32836000,-122.49871432497851 37.78016735236345,-122.49871,37.78017
51415000,12TH,POINT (-122.47113643908489 37.78668980545377),AVE,51415000,-122.47113643908489 37.78668980545377,-122.47114,37.78669
21382000,BALTIMORE,POINT (-122.4319252065871 37.7092096073575),WAY,21382000,-122.4319252065871 37.7092096073575,-122.43193,37.70921
21220000,ELLERT,POINT (-122.4178963009006 37.73842353797501),ST,21220000,-122.4178963009006 37.73842353797501,-122.4179,37.73842
21174000,HARRISON,POINT (-122.41159284436033 37.74943623121696),ST,21174000,-122.41159284436033 37.74943623121696,-122.41159,37.74944
51983000,03RD,POINT (-122.39802906887788 37.71820415747265),ST,51983000,-122.39802906887788 37.71820415747265,-122.39803,37.7182
26677000,VALLEJO,POINT (-122.43840248464059 37.79480697317675),ST,26677000,-122.43840248464059 37.79480697317675,-122.4384,37.79481
22446000,ULLOA,POINT (-122.45483560052367 37.74447364984838),ST,22446000,-122.45483560052367 37.74447364984838,-122.45484,37.74447
52021000,DICKINSON,POINT (-122.40650298008447 37.735234998983685),ST,52021000,-122.40650298008447 37.735234998983685,-122.4065,37.73523
51596000,GRANVILLE,POINT (-122.46106671133234 37.74056550870484),WAY,51596000,-122.46106671133234 37.74056550870484,-122.46107,37.74057
20613000,VENUS,POINT (-122.3980743102369 37.7300373437139),ST,20613000,-122.3980743102369 37.7300373437139,-122.39807,37.73004
24623000,MONTGOMERY,POINT (-122.40199747054523 37.78910265036687),ST,24623000,-122.40199747054523 37.78910265036687,-122.402,37.7891
26373000,MCALLISTER,POINT (-122.44496661471304 37.77695766736271),ST,26373000,-122.44496661471304 37.77695766736271,-122.44497,37.77696
20761000,BARNEVELD,POINT (-122.4043920854073 37.739249090093224),AVE,20761000,-122.4043920854073 37.739249090093224,-122.40439,37.73925
23399000,PACHECO,POINT (-122.48799608041612 37.74999008014932),ST,23399000,-122.48799608041612 37.74999008014932,-122.488,37.74999
22252000,MONTECITO,POINT (-122.45576580401385 37.72995204717249),AVE,22252000,-122.45576580401385 37.72995204717249,-122.45577,37.72995
27339000,21ST,POINT (-122.47861569549089 37.75414576669265),AVE,27339000,-122.47861569549089 37.75414576669265,-122.47862,37.75415
35047000,JESSIE EAST,POINT (-122.40486479409861 37.78400661333397),ST,35047000,-122.40486479409861 37.78400661333397,-122.40486,37.78401
20360000,DELTA,POINT (-122.40860338421535 37.71515567958393),ST,20360000,-122.40860338421535 37.71515567958393,-122.4086,37.71516
20227000,03RD,POINT (-122.38875458943141 37.74031726354815),ST,20227000,-122.38875458943141 37.74031726354815,-122.38875,37.74032
33690000,ALEMANY,POINT (-122.4074344254986 37.73602174966418),BLVD,33690000,-122.4074344254986 37.73602174966418,-122.40743,37.73602
27372000,19TH,POINT (-122.47717411118208 37.76355949802893),AVE,27372000,-122.47717411118208 37.76355949802893,-122.47717,37.76356
23913000,BRANNAN,POINT (-122.40210257011337 37.77392264528143),ST,23913000,-122.40210257011337 37.77392264528143,-122.4021,37.77392
33737000,UNNAMED 129,POINT (-122.48513637758742 37.7092380747905),,33737000,-122.48513637758742 37.7092380747905,-122.48514,37.70924
32917000,WOODLAND,POINT (-122.45311463954472 37.76236156341793),AVE,32917000,-122.45311463954472 37.76236156341793,-122.45311,37.76236
51153000,SAINT CHARLES,POINT (-122.4693051602789 37.71241296546299),AVE,51153000,-122.4693051602789 37.71241296546299,-122.46931,37.71241
21674000,JUSTIN,POINT (-122.42504699444358 37.732129947925515),DR,21674000,-122.42504699444358 37.732129947925515,-122.42505,37.73213
25615000,QUANE,POINT (-122.42466749694442 37.753470517053245),ST,25615000,-122.42466749694442 37.753470517053245,-122.42467,37.75347
32924000,15TH,POINT (-122.43855536461956 37.76629738704257),ST,32924000,-122.43855536461956 37.76629738704257,-122.43856,37.7663
20994000,STONEYFORD,POINT (-122.42094490596025 37.73130857493111),AVE,20994000,-122.42094490596025 37.73130857493111,-122.42094,37.73131
26395000,TURK,POINT (-122.4479977219383 37.7785010338441),BLVD,26395000,-122.4479977219383 37.7785010338441,-122.448,37.7785
24200000,BRYANT,POINT (-122.40750194322113 37.77210439258813),ST,24200000,-122.40750194322113 37.77210439258813,-122.4075,37.7721
24675000,CALIFORNIA,POINT (-122.39995873585032 37.79320910184507),ST,24675000,-122.39995873585032 37.79320910184507,-122.39996,37.79321
22404000,EVELYN,POINT (-122.44775803229874 37.74240180001872),WAY,22404000,-122.44775803229874 37.74240180001872,-122.44776,37.7424
20447000,EGBERT,POINT (-122.39074534161917 37.721599853080036),AVE,20447000,-122.39074534161917 37.721599853080036,-122.39075,37.7216
24139000,17TH,POINT (-122.41733240618511 37.76357160349597),ST,24139000,-122.41733240618511 37.76357160349597,-122.41733,37.76357
20935000,BOWDOIN,POINT (-122.41326482418594 37.73211159947292),ST,20935000,-122.41326482418594 37.73211159947292,-122.41326,37.73211
25259000,TROY,POINT (-122.4176656540913 37.79233793166474),ALY,25259000,-122.4176656540913 37.79233793166474,-122.41767,37.79234
51333000,MERCHANT,POINT (-122.47538893362587 37.80633679821653),RD,51333000,-122.47538893362587 37.80633679821653,-122.47539,37.80634
27881000,CHAIN OF LAKES,POINT (-122.50347269063938 37.77168938061963),DR,27881000,-122.50347269063938 37.77168938061963,-122.50347,37.77169
23733000,20TH,POINT (-122.39821556372338 37.75990895016471),ST,23733000,-122.39821556372338 37.75990895016471,-122.39822,37.75991
23554000,TENNESSEE,POINT (-122.38887724917738 37.75405301329976),ST,23554000,-122.38887724917738 37.75405301329976,-122.38888,37.75405
26899000,BAKER,POINT (-122.44578544160795 37.797689749406345),ST,26899000,-122.44578544160795 37.797689749406345,-122.44579,37.79769
22073000,OTSEGO,POINT (-122.44031650181478 37.72468140915014),AVE,22073000,-122.44031650181478 37.72468140915014,-122.44032,37.72468
22576000,GRAFTON,POINT (-122.45613349835678 37.72003330148483),AVE,22576000,-122.45613349835678 37.72003330148483,-122.45613,37.72003
52051000,ALEMANY,POINT (-122.4095234854745 37.73565835105617),BLVD,52051000,-122.4095234854745 37.73565835105617,-122.40952,37.73566
51289000,FIRST,POINT (-122.46214175258469 37.80050042251876),DR,51289000,-122.46214175258469 37.80050042251876,-122.46214,37.8005
51695000,GALVEZ,POINT (-122.36677111562494 37.72875549255792),AVE,51695000,-122.36677111562494 37.72875549255792,-122.36677,37.72876
27157000,LINCOLN,POINT (-122.46751510559714 37.76587724605352),WAY,27157000,-122.46751510559714 37.76587724605352,-122.46752,37.76588
25600000,JEFFERSON,POINT (-122.4207432678996 37.807590107308684),ST,25600000,-122.4207432678996 37.807590107308684,-122.42074,37.80759
23549000,23RD,POINT (-122.38706585106044 37.75544622092426),ST,23549000,-122.38706585106044 37.75544622092426,-122.38707,37.75545
25826000,BEAVER,POINT (-122.43706658560599 37.76585986545329),ST,25826000,-122.43706658560599 37.76585986545329,-122.43707,37.76586
26382000,MASONIC,POINT (-122.44665991213857 37.77674163616093),AVE,26382000,-122.44665991213857 37.77674163616093,-122.44666,37.77674
